topic,ID,url,title,snippet,relevant,viewpoint
Is Obesity a Disease?,55086,https://www.psychologytoday.com/us/blog/the-athletes-way/201306/should-obesity-be-classified-disease,Should Obesity Be Classified As a Disease? | Psychology Today,The American Medical Association now recognizes obesity as a disease. ... People arguing against the disease classification believe that obesity creates higher risk factors for other diseases but ...,TRUE,0
Is Obesity a Disease?,61477,https://www.huffpost.com/entry/obesity-disease_b_861087,Why Obesity Is a Disease | HuffPost Life,"Why Obesity Is a Disease. Obesity is a chronic medical condition -- from a technical perspective, obesity fits any reasonable definition of disease. By. Scott Kahan, M.D. Medical Director, STOP Obesity Alliance, Director, NCWW. 05/19/2011 07:41am EDT | Updated July 19, 2011.",TRUE,2
Is Obesity a Disease?,68626,https://www.empoweryourhealth.org/magazine/vol6_issue3/obesity_is_a_disease,Obesity is a Disease | Empoweryourhealth.org,"In this way, <b>obesity</b> protects <b>obesity</b>. This is one of the reasons why endocrinologists believe that <b>obesity</b> is a <b>disease</b>. The good news is that we have new and better tools to treat <b>obesity</b>, which can fight back against the body’s own efforts at maintaining high body weight.",TRUE,3
Is Obesity a Disease?,77970,https://www.medscape.com/viewarticle/896444,"Obesity Is a Disease, Not a Choice, Experts Advise","If <b>obesity</b> is, in fact, a chronic <b>disease</b>, then physicians need to treat it as a chronic <b>disease</b>. And there are many good reasons to do so, he pointed out. First, <b>obesity</b> carries substantial ...",TRUE,3
Is Obesity a Disease?,86958,https://www.spectator.co.uk/2013/10/the-battle-of-the-bulge/,Obesity is not a disease | The Spectator,"Obesity is not a disease on The Spectator | ‘Well, what diets have you tried so far?’ asked the GP, flicking through the patient’s notes. I was an innocent…",TRUE,-3
Is Obesity a Disease?,90453,http://www.drsharma.ca/arguments-against-obesity-as-a-disease-1-bmi-is-not-a-good-measure-of-health,Arguments Against Obesity As A Disease #1: BMI Is Not A ...,"Arguments Against Obesity As A Disease #1: BMI Is Not A Good Measure Of Health Monday, June 6, 2016. Over the past months, I have been involved in countless discussions and debates about whether or not obesity should be considered a chronic disease (as it has by the American and Canadian Medical Associations and a number of other organisations).",TRUE,-2
Is Obesity a Disease?,92534,https://healthland.time.com/2013/06/19/viewpoint-why-defining-obesity-as-a-disease-may-do-more-harm-than-good/,Defining Obesity as a Disease May Do More Harm Than Good ...,"“Recognizing obesity as a disease will help change the way the medical community tackles this complex issue that affects approximately one in three Americans,” the AMA said in a statement from board member Dr. Patrice Harris, “The AMA is committed to improving health outcomes and is working to reduce the incidence of cardiovascular ...",TRUE,-2
Is Obesity a Disease?,95248,https://www.medicalnewstoday.com/articles/317442.php,Experts define obesity as a disease - Medical News Today,"In an accompanying comment letter, other experts highlight the arguments against classifying obesity as a disease, but eventually conclude that, on balance, the arguments in favor of such a ...",TRUE,3
Is Obesity a Disease?,99675,https://www.cato.org/publications/commentary/obesity-not-disease,Obesity Is Not a Disease | Cato Institute,"Recently the American Medical Association declared that it will consider <b>obesity</b> a <b>disease</b>. At first glance, it’s a minor story, hardly worth mentioning, but in reality the AMA’s move is a ...",TRUE,-2
Is Obesity a Disease?,10320,http://www.bu.edu/today/2013/is-obesity-a-disease/,Is Obesity a Disease? | BU Today | Boston University,"While this would seem to be a strong argument against obesity being a disease, I recall that, while I was at my heaviest, I felt the NEED to keep eating. On days that I consumed less than I was accustomed to, I felt a constant anxiety telling me that I needed food.",TRUE,1
Is Obesity a Disease?,17861,https://www.listland.com/top-10-reasons-obesity-is-a-disease/,Top 10 Reasons Obesity is a Disease,"The American Medical Association (AMA) took the decision, on June 18, 2013, to classify obesity as a disease. This was a controversial decision that is still being debated today. The debate gives rise to strong feelings on both sides. Here are our 10 reasons why obesity is a disease. Obesity Has Always Been Treated As a Disease",TRUE,3
Is Obesity a Disease?,20870,https://www.tandurust.com/general-health/is-obesity-disease-condition.html,Is Obesity A Disease Or Condition? Diseases Caused Due To ...,"<b>Why Obesity</b> Is <b>Not</b> A <b>Disease</b>? <b>Obesity</b> hence itself is <b>not</b> a <b>disease</b> condition, but it increases the risk of development of other co morbidities described above which in turn are actually associated with morbidity and mortality. There is considerable amount of ambiguity over whether to categorize <b>obesity</b> as a <b>disease</b> or <b>not</b>. <b>Obesity</b> is a ...",TRUE,0
Is Obesity a Disease?,22060,https://health.clevelandclinic.org/obesity-is-now-considered-a-disease/,Obesity Is Now Considered a Disease – Health Essentials ...,Obesity Is Now Considered a Disease. Obesity isn’t just about being overweight anymore. Advertising Policy Cleveland Clinic is a non-profit academic medical center.,TRUE,2
Is Obesity a Disease?,22362,https://www.marksdailyapple.com/is-obesity-a-disease/,Is Obesity a Disease? - Mark&#39;s Daily Apple,"Can we label the AMA a <b>disease</b>? <b>Obesity</b> is NOT a <b>disease</b>, but rather a symptom–the most obvious symptom of carb overload. Metabolic syndrome is a collection of symptoms pointing to carb overload. This decision is more political than medical, and it will now allow doctors and Big Pharma to start profiting from people with carb overload.",TRUE,-2
Is Obesity a Disease?,34917,https://www.medscape.com/viewarticle/903650,More Than Half of Physicians and Nurses Say Obesity Is a ...,"<b>Opinions</b> on whether <b>obesity</b> is a <b>disease</b> differed by specialty. For example, 82% of specialists in diabetes/endocrinology agree that <b>obesity</b> is a <b>disease</b> compared with 63% of primary care ...",TRUE,0
Is Obesity a Disease?,37275,https://www.nature.com/articles/508S57a,Perspective: Obesity is not a disease | Nature,"Obesity is an important contributor to the prevailing burden of chronic disease, lying on the causal pathway to much of what plagues modern society and its people — heart disease and diabetes to ...",TRUE,-2
Is Obesity a Disease?,43568,https://www.drjoetoday.com/obesity-is-a-choice-not-a-disease/,Obesity Is A Choice Not A Disease | Dr Joe Today,"Obesity is NOT in any way, shape or form a disease. It is the end result of an energy imbalance over a period of time and is completely reversible by reversing the energy imbalance. Yes there are a host of individual issues sitting behind this but the final common pathway is the law of physics not biology.",TRUE,-3
Is Obesity a Disease?,46066,https://www.theglobeandmail.com/life/health-and-fitness/health-advisor/why-we-should-consider-obesity-a-disease/article16370893/,Why we should consider obesity a disease - The Globe and Mail,"Why we should consider obesity a disease. Open this photo in gallery: Arya Sharma. DR. ARYA M. SHARMA. Special to The Globe and Mail . Published January 19, 2014 Updated May 11, 2018 .",TRUE,3
Is Obesity a Disease?,50723,http://www.drsharma.ca/arguments-for-calling-obesity-a-disease-9-medical-education,Arguments For Calling Obesity A Disease #9: Medical ...,"Arguments For Calling Obesity A Disease #9: Medical Education Thursday, June 30, 2016. Next in my miniseries on the pros and cons of calling obesity a ‘disease’, I turn to the issue of medical education.. From the first day in medical school, I learnt about diseases – their signs and symptoms, their definitions and classifications, their biochemistry and physiology, their prognosis and ...",TRUE,2
Is Obesity a Disease?,61329,https://www.mdedge.com/familymedicine/article/148105/obesity/obesity-disease,Is obesity a disease? | MDedge Family Medicine,"Some people have distinct <b>diseases</b>, such as Prader-Willi syndrome, hypothyroidism, and Cushing’s syndrome that can cause <b>obesity</b>, and perhaps massive <b>obesity</b> is best categorized and treated as a <b>disease</b>. But the “garden variety” <b>obesity</b> that affects nearly 40% of the US adult population 1 behaves more like a risk factor than a <b>disease</b> ...",TRUE,-2
Is Obesity a Disease?,75715,https://www.nature.com/articles/0801790,Is obesity a disease? | International Journal of Obesity,"<b>Obesity</b> has been called a <b>disease</b> in many public forums including mass media news pieces, 1,2 pharmaceutical company press releases, 3 educational materials for health professionals and the ...",TRUE,0
Is Obesity a Disease?,86119,https://www.womenshealth.northwestern.edu/blog/obesity-it-disease-or-choice,Obesity: Is it a disease or a choice? | Women&#39;s Health ...,"Last weekend I noticed a billboard on the highway that read: <b>Obesity</b> is a <b>disease</b>, it is not a choice! Nice way to avoid responsibility--put the blame elsewhere. This billboard was promoting a weight loss program (not a bad idea, but a misleading headline!) ... In my <b>opinion</b>, it depends on your attitude towards it. reply; Submitted by jan ...",TRUE,-3
Is Obesity a Disease?,91584,https://www.livestrong.com/article/13721733-is-obesity-a-disease/,Is Obesity a Disease? Here&#39;s What You Should Know ...,"The Argument Against Obesity as a Disease. Not everyone was on board with the AMA&#39;s 2013 announcement. At the time, the decision was slammed in the National Review as an &quot;abdication of personal responsibility and an invitation to government meddling.&quot;",TRUE,3
Is Cell Phone Radiation Safe?,32471,https://undark.org/2018/02/01/cell-phone-radiation-health-safety/,"Of Science, Certainty, and the Safety of Cell Phone Radiation","Davis, who has written books about tobacco and cell phone safety, described the Popular Science article as “a remarkable piece of disinformation,” and expressed disappointment that Science Friday had picked it up. “That was really a tragedy, as far as I’m concerned, and really irresponsible on their part,” Davis said.",TRUE,1
Is Cell Phone Radiation Safe?,38405,https://americanfreepress.net/study-on-cell-phone-emf-dangers-ignored/,"Study on Cell Phone, EMF Dangers Ignored – American Free Press","Home National News Study on Cell Phone, EMF Dangers Ignored ... and puts to rest the traditional scientific argument that cell phone radiation can’t do harm.” ... Tightening up cell phone safety standards will be strongly opposed by the industry that simply wants to merchandise more wireless products, regardless of the risk to the public. ...",TRUE,-2
Is Cell Phone Radiation Safe?,45130,https://www.rfsafe.com/negative-thyroid-impact-from-cell-phone-radiation/,Negative Thyroid Impact from Cell Phone Radiation – RF ...,"Cell phone radiation is said to affect thyroid gland metabolism. These radiofrequency waves emanate from the cell phone’s antenna, which is part of the body of a cell phone. The waves are strongest at the antenna and lose energy quickly as they travel away from the phone. The body tissues closest to the phone such […]",TRUE,-2
Is Cell Phone Radiation Safe?,47810,https://thetruthaboutcancer.com/cell-phone-radiation/,Hidden Dangers of Cell Phone Radiation &amp; Other On-the-Go ...,"Cell Phone Radiation. In today’s mobile-centric society, nearly everyone has a cell phone, and many people now have smart phones that act as mini handheld computers. Mobile phones can be major emitters of radiation, depending on both your phone model and the network on which it runs.",TRUE,-2
Is Cell Phone Radiation Safe?,60137,https://www.newsmax.com/Health/Health-News/cell-phone-danger/2017/04/06/id/782931/,How Dangerous is Your Cell Phone? | Newsmax.com,"The “exposure” of concern is radiofrequency waves (RF), a type of microwave radiation that allows your cell phone to communicate with the local cell tower. When you hold the phone next to your head, the RF radiation bombards your brain. No one is sure how much harm that may cause, but some studies suggest kids may be most vulnerable.",TRUE,-2
Is Cell Phone Radiation Safe?,62924,https://www.mskcc.org/blog/do-cell-phones-cause,Do Cell Phones Cause Cancer? | Memorial Sloan Kettering ...,"But cell phone radiation is actually very low in energy. ... The argument that cell phones cause cancer lacks biological plausibility because the energy contained in the waves is too low to cause damage. ... Current safety standards limit cell phones to a maximum of 1.6 watts per kg, which is not enough to warm the body. This safety limit ...",TRUE,2
Is Cell Phone Radiation Safe?,66293,https://emfrefugee.blogspot.com/2014/01/are-cell-phones-safe.html,The Microwave Factor: Are Cell Phones Safe? Pros and Cons,"Microwave - and other forms of electromagnetic - radiation are major (but conveniently disregarded, ignored, and overlooked) factors in many modern unexplained disease states.",FALSE,0
Is Cell Phone Radiation Safe?,67360,https://www.thenation.com/article/how-big-wireless-made-us-think-that-cell-phones-are-safe-a-special-investigation/,How Big Wireless Made Us Think That Cell Phones Are Safe ...,"Those studies raised “serious questions” about cell-phone safety, ... the scientific argument about safety; it only has to keep the argument going. ... to cell-phone radiation developed cancer ...",TRUE,-2
Is Cell Phone Radiation Safe?,68355,https://www.theverge.com/2018/2/2/16966578/cellphone-radiation-cancer-national-toxicology-program-study-rats-mice,"Cellphone radiation poses no real harm to humans, new ...","Male rats showed a small increase in a type of heart tumor after exposure to massive amounts of cellphone radiation, a new government study reports. But don’t read too much into that, experts ...",TRUE,2
Is Cell Phone Radiation Safe?,71256,https://www.nytimes.com/2018/02/02/health/cell-phones-cancer.html,"Cancer Risk From Cellphone Radiation Is Small, Studies ...","Cancer Risk From Cellphone Radiation Is Small, Studies Show ... Safety questions about cellphones have drawn intense interest and debate for years as the devices have become integral to most ...",TRUE,1
Is Cell Phone Radiation Safe?,74382,https://www.sciencedirect.com/science/article/pii/S1877042815050351,Awareness Campaign Against Cell Phone Radiation Hazard ...,"Despite opposing arguments, a simple application of the precautionary principle by simple gesture of everyday life that allows us to protect ourselves largely from potential hazards of cell phone radiation is very important.",TRUE,0
Is Cell Phone Radiation Safe?,75190,https://www.sciencenewsforstudents.org/article/new-study-raises-questions-about-cell-phone-safety,New study raises questions about cell phone safety ...,"Nearly eight out of every 10 U.S. teens have or use a cell phone, as do more than half of all kids age 8 to 12 years old. So even a very small increase in harm from cell phone use could pose some threat to most people, NTP argues. A big, complex study. NTP’s new cell-phone probe involved more than 7,000 animals.",TRUE,0
Is Cell Phone Radiation Safe?,77402,https://www.theguardian.com/technology/2018/jul/21/mobile-phones-are-not-a-health-hazard,Why mobile phones are NOT a health hazard | Technology ...,"Not all radiation is bad. Since the early 1990s, mobile phone usage worldwide has grown at an exponential rate. If phones are linked to cancer, we’d expect to see a marked uptick in cancer with ...",TRUE,3
Is Cell Phone Radiation Safe?,92418,https://www.rfsafe.com/2018-first-clear-evidence-cell-phone-radiation-can-cause-cancer/,2018 First Clear Evidence Cell Phone Radiation Can Cause ...,"This week, following three days of live-broadcast peer review sessions, experts concluded that a pair of federal studies show “clear evidence” that cell phone radiation caused heart and brain cancer in male rats. “This animal evidence, together with the extensive human evidence, coupled with the rising incidence of brain cancers in young people in the …",TRUE,-2
Is Cell Phone Radiation Safe?,12570,https://www.abc.net.au/news/science/2018-04-30/mobile-phone-radiation-health-explainer-biophysics/9702630,What is mobile phone radiation and how safe is it ...,"It&#39;s these long wavelengths, called radio waves, that are the electromagnetic radiation of choice for mobile phones and base stations. Unlike shorter wavelengths, such as visible light, radio ...",TRUE,1
Is Cell Phone Radiation Safe?,16468,https://www.sandiegouniontribune.com/opinion/story/2019-10-18/sd-radiation-from-iphones-danger-health,Commentary: Why radiation emitted by cell phones should be ...,"Commentary: Why radiation emitted by cell phones should be a genuine health concern In this file photo, the iPhone 6, at left, and iPhone 6 plus are shown next to each other during a new product ...",TRUE,-2
Is Cell Phone Radiation Safe?,27595,https://www.forbes.com/sites/alicegwalton/2017/12/16/california-warns-about-cell-phone-exposure-and-health-risks/,California Warns About Cellphone Exposure And Health Risks,The connection between cell phone radiation and health risks is far from settled—but it’s strong enough that the California Department of Public Health (CDPH) has issued guidelines on how to ...,TRUE,-1
Is Cell Phone Radiation Safe?,28953,https://finance.yahoo.com/news/cell-phones-dangerous-health-debate-005400351.html,Are Cell Phones Dangerous to Your Health? The Debate Over ...,"Are Cell Phones Dangerous to Your Health? The Debate Over Cell Phone Safety Continues. mic.com. February 5, 2016. Reblog. ... While there is currently no link between cell phone radiation and ...",TRUE,0
Is Cell Phone Radiation Safe?,31457,https://draxe.com/health/do-cell-phones-cause-cancer/,Do Cell Phones Cause Cancer? What You Need to Know,"The Cell Phone–Cancer Link. The “do cell phones cause cancer” debate is still not settled and will likely take years to play out. Here’s what we do know, though: Cell phone radiation is radiofrequency energy and a type of electromagnetic radiation classified as non-ionizing radiation, similar to harmful microwaves and radar.",TRUE,-1
Is Cell Phone Radiation Safe?,32265,https://www.rfsafe.com/pocket-cell-phone-radiation-kills-sperm-lowers-testosterone-causes-infertility/,"Pocket Cell Phone Radiation Kills Sperm, Lowers ...","Pocket Cell Phone Radiation Kills Sperm, Lowers Testosterone , Causes Infertility. ... Proving the effects of cell phone radiation are cumulative with more hours of use, those with the most usage had a 300% increase in having a brain tumor on the same side as a cell phone was most used. ... Smartphone Radiation Safety Helpline: +1 650-924-9328 ...",TRUE,-3
Is Cell Phone Radiation Safe?,36039,https://uhs.berkeley.edu/sites/default/files/cellphonescelltowerswirelesssafety.pdf,"Cell Phones, Cell Towers, and Wireless Safety","Cell Phones, Cell Towers, and Wireless Safety Joel M. Moskowitz, Ph.D., Director . Center for Family and Community Health . School of Public Health, UC Berkeley",TRUE,-3
